Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,sentiment_label,processed_text
459399,B001EO5TGQ,AIZBSI36ZSV9E,Spruce,0,0,5,1306108800,the best green tea,"We lived in Japan for 3 years and I leaned to love green tea.  Upon our return to the U.S. I started a hunt for green tea in a price range suitable for daily use - e.g. breakfast.  Stash Premium Green Tea, whether loose or in bags, is really excellent. Most other green teas taste like the lawn, this green teas is really delicious.",2,positive,Live japan year lean love green tea upon return u start hunt green tea price range suitable daily use e g breakfast stash premium green tea whether loose bag really excellent green tea taste like lawn green tea really delicious
246479,B002D4DY8G,A3FBMSWBJ202SF,amazon's fan,0,0,5,1259107200,Full flavor and fragrant,"Chocolate always compliments coffee.  It's the same case here.  The dark chocolate taste is obvious but not overpowering.  The coffee smells and tastes very smooth.  So, it truly is a good combination for what it is.",2,positive,Chocolate always compliment coffee case dark chocolate taste obvious not overpower coffee smell taste very smooth truly good combination
375250,B0007CHPUY,ADA0POI6CH02C,"JW ""JW""",1,1,5,1310515200,Another Bias Review,"What can you possibly dislike about Puddles? Koeze's puddles are by far the most amazing puddle/turtle/bear-claw candy out there. End of story!<br /><br />Puddles are a holiday tradition in my husband's family. After a few years of rationing the small jar through January, I ordered my own box.  We've now moved on to the larger jar of milk and dark... with a few random orders throughout the year ;)  The caramel is sooo soft and delicious, the nuts are perfect, and the chocolate is a nice quality. I've never met a person who disliked puddles. The price and almost exclusively online availability aren't necessarily a selling point, but those two factors may be the only thing stopping me form living on Puddles for the rest of my life or moving into the Koeze's parking lot.  If you think I'm joking than you've obviously never eaten a Puddle.<br /><br />They can be hard to find closer to Christmas; just about everyone sells out by the 15th of December. The price is fairly consistent and most sites ship from Koeze's directly.  Order early and stock up!",2,positive,Possibly dislike hurdle knee hurdle far amaze paddle turtle bear claw candy end story hurdle holiday tradition husband family year ration small jar january order box move large jar milk dark random order throughout year cartel soon soft delicious nut perfect chocolate nice quality never meet person dislike hurdle price almost exclusively online availability not necessarily sell point two factor may thing stop form living hurdle rest life move knee parking lot think joke obviously never eat paddle hard find close christmas everyone sell th december price fairly consistent site ship knee directly order early stock
461472,B000BEZVW2,A1OCG38893SRWR,L. Mancini,3,3,5,1163030400,Best thing ever!!!,I grew up eating these and introduced them to my very picky five year old.  She absolutely loves them.  We moved last year and I haven't been able to find them in a store - so when I found them on Amazon I was thrilled.  I ordered them about six weeks ago (12 cans) and already need to reorder.  She ate 6 franks the first day we received them.  She asks me for them almost every day.,2,positive,Grow eat introduced very picky five year old absolutely love move last year not able find store find amazon thrill order six week ago can already need recorder ate rank first day receive asks almost every day
501596,B0031TJ0X0,A1ORXQ48QWYFJJ,April D. Harkness,2,2,4,1332979200,So good I forgot to eat!,"I am a hardcore chocoholic. I try and keep fit by watching what I eat, limiting my carbs and exercising on the regular. But Chocolate...well, I haven't been able to slay that demon.<br /><br />Until NOW!<br /><br />Enter Tisano.<br /><br />I gained quite a bit of rebound weight gain after losing 48 lbs from my pregnancy. 160 lbs down to 112! But when I reached 112, well, I did the rebound thing. I was 112 in Dec. By 2nd week of Jan I was 133.<br /><br />How? I couldn't control my cravings.<br /><br />133 not alot. But compared to my 112, it was noticeable.<br /><br />Not to mention a HUGE jump.<br /><br />I felt like chocolate was controlling me.<br /><br />I embarked on a chocolate tea crusade. I bought every chocolate tea i came across. I know this isn't a weight loss product, but it's working that way for me!<br /><br />I was supposed to have lunch an hour ago. Guess what? Not hungry for it. I was in the mood for my yummy chocolate tea. So drinking that instead. It's great to not be controlled by hunger. Right now I feel relaxed and even a bit high! Whatever is in this tea is WONDERFUL.<br /><br />Hurry up and buy this  because I am about to buy the whole stock! Great addition to my weight loss battle or anyone elses!",2,positive,Hardcore chocoholic try keep fit watch eat limit car exercise regular chocolate well not able slay demon enter piano gain quite bit rebound weight gain lose lbs pregnancy lb reach well rebound thing dec nd week jan could not control carving not alot compare noticeable not mention huge jump felt like chocolate control embarked chocolate tea crusade buy every chocolate tea come across know not weight loss product work way suppose lunch hour ago guess not hungry mood dummy chocolate tea drink instead great not control hunger right feel relax even bit high whatever tea wonderful hurry buy buy whole stock great addition weight loss battle anyone else
553130,B004XTDL14,A2WE21K2T1ELA4,Sanjay,0,0,3,1345248000,Review,"The proportions on the back are vague, didn't ferment well. I even put it in the proof cycle in the oven to help it along. I've had better luck with other brands....",1,neutral,Proportion back vague not fervent well even put proof cycle oven help along well luck brand
325794,B006WLNUWG,A36BLBHK5DXHLP,Tonio,0,0,5,1325030400,Great!,"I got this present as a gift for my brother and he loves it! I'm happy to see that we have an entire year until any of them expire giving us plenty of time to eat the cereal. Instead of being giant chunks of rice krispie treat like I was kind of expecting, they're just little clusters of rice krispies with a bit o' marshmallow on them, not too sweet. Very delicious!",2,positive,Get present gift brother love happy see entire year expire give u plenty time eat cereal instead giant chunk rice krispie treat like kind expect little cluster rice krispies bite marshmallow not too sweet very delicious
240807,B000NBQUNW,ARJRU6M558MLO,"FOOTDOC ""GERRY""",0,0,5,1298678400,diet treats,This is a taste good product for those of us with s cholesterol problem.  It does help to a degree in reducing the problem and is valuable for people who cannot tolerate the statin medications,2,positive,Taste good product u cholesterol problem help degree reduce problem valuable people can not tolerate station medication
450594,B0009EHNXE,A1DSOXI06BJ4ZW,"Maria F. Kline ""ANGELICA""",1,1,5,1210291200,Nice seller-great item!,the bread mixes are perfect-i made every single loaf and they came better than perfect...thank you,2,positive,Bread mix perfect make every single loaf come well perfect thank
375638,B001E53VC4,A2SB7QP43RNWC9,S Davis,0,0,5,1328918400,Wonderful,"The perfect low carb snack with just the right amount of crunch and spice.  I really like these little meaty pieces.<br />I keep mine in the freezer and just take a package out when needed, so have never had to worry about the mold that some pple talk about.  I find they keep for a long time once opened as long as I keep them in the fridge.<br />They are just yummy",2,positive,Perfect low car snack right amount crunch spice really like little meat piece keep mine freezer take package need never worry mold pole talk find keep long time open long keep fridge dummy
309927,B001IZKD2Q,A3IUIVQ6NF1DSQ,Julie,0,0,5,1331769600,Great Pasta!,"This is by far one of the best pastas if you like wheat and angel hair.  I've tried many others, but can't find any that compare to this one.",2,positive,Far one best pasta like wheat angel hair try many others can not find compare one
71494,B001EQ5PU4,ACSR97H0Y5ZPH,"Aaron Lawson ""Aaron Lawson""",1,1,5,1302307200,mmmmmmmmmmmmmmmmmmmmmmmmm...,"It is very good tea. Better than any other i have had. Every time that i make tea with it, it tastes exceptionally good. Also for the price and flavour, it is a good value. Definately, if you want a good breakfast tea, this is most definitavely for you",2,positive,Very good tea well every time make tea taste exceptionally good also price flavour good value definately want good breakfast tea definitively
492459,B0001G6VJW,A13BMX7ND9PK6V,Gerard T. Liebrand,3,3,5,1260489600,Great in Pancakes,I've used this product for several months and like the different taste it gives to pancakes.  Actually a 1/2 & 1/2 mix with whole wheat flour is better than  a straight buckwheat pancake.  Only problem now is it is not carried in our local store.  Looking on-line now.,2,positive,Use product several month like different taste give pancake actually mix whole wheat flour good straight buckwheat pancake problem not carry local store look line
124627,B0000DG734,A1GR3XVQXALH2E,Pete,2,2,5,1330560000,Great for the daily cocktail hour...,I ordered this cheese for my Mom who was on vacation in Florida. It arrived on time. This swiss cheese is huge and tasty. She has had several cocktail parties since and all loved it. I will be ordering from this company again. Well done.,2,positive,Order cheese mom vacation florida arrive time swiss cheese huge tasty several cocktail party since love order company well do
364072,B005NVU64Q,ASFW4ZMNZJKDA,Mainiac,0,0,5,1320451200,Lovely,"This is wonderful semi-sweet chocolate.<br /><br />I usually favor dark chocolate, and this isn't as dark as I'd usually get, but I find this really a treat.<br /><br />Pros:<br />1. It's not too sugary sweet, like US chocolates tend to be.<br />2. The texture is good. Some chocolates seem a bit waxy to me, and this did, just a bit, on first taste, but that sense immediately went away.<br /><br />Cons:<br />1. Maybe the slight waxiness, but it's so slight that it's not enough to even lower this to four stars.<br /><br />I'm delighted with this chocolate and will get it again.",2,positive,Wonderful semi sweet chocolate usually favor dark chocolate not dark would usually get find really treat pro not too sugar sweet like u chocolates tend texture good chocolate seem bit way bit first taste sense immediately go away con maybe slight laziness slight not enough even low four star delight chocolate get
43039,B000Z95UME,AGJDTPNKXQ4JQ,Jeanne,0,0,3,1303171200,Not typical bergamot flavor - has an unappealing chemical taste that I didn't like,"I will stick with Tazo, Republic of Tea or another premium brand for authentic bergamot flavor. I will not buy this tea again.  Some may like the flavor but I found it cloying and slightly sweet - not Earl Grey in my book.",1,neutral,Stick taro republic tea another premium brand authentic bergamot flavor not buy tea may like flavor found close slightly sweet not earl grey book
386934,B003D4MFUS,A3BKNXX8QFIXIV,"J. Finkel ""Jack of Trades""",3,3,5,1284422400,"Fizzy Juice, yum",The peach flavor of Knudsen Spritzers is one of their best (i also recommend strawberry and mango fandango).  The soda doesn't contain any added sugar or other undesirables.  While the main juice isn't peach juice (most of their spritzers are predominantly grape or apple juices) it does have enough peach juice to give it a distinct peach flavor.  Some people may find these spritzers a little too sweet.  I like to drink mine with ice or a little seltzer added.  I've tried other competing brands and find these spritzers the best all-juice sodas out there.,2,positive,Peach flavor knudsen sprinter one best also recommend strawberry mango fandango soda not contain added sugar undesirable main juice not peach juice sprinter predominantly grape apple juice enough peach juice give distinct peach flavor people may find sprinter little too sweet like drink mine ice little shelter add tried compete brand find sprinter best juice soda
476563,B003ZXCA2U,A29H9G1IQADWOS,missing*john*candy,10,10,2,1292889600,don't taste as good as those from the grocery store,"I'm used to buying 12 poptarts for $2.89 in my area (Tennessee) so I thought 36 for $6.70 from Amazon was a slightly better deal with the prime free shipping. Well, it would have been if the poptarts tasted fresh and as good as they do when I buy them from the grocery store. They're not packaged in tinfoil like they are at my grocery store, they just don't taste the same. They'll do and I'll eat them, but I won't be buying them from amazon again, especially since the price has increased to $18 at this writing!",0,negative,Use buying poptarts area tennessee think amazon slightly well deal prime free shipping well would poptarts taste fresh good buy grocery store not package airfoil like grocery store not taste eat not buy amazon especially since price increase write
81476,B001EQ4RBM,A140EBPRD09JJ6,Edward T. Geha,0,0,4,1310428800,"Like Salt & Vinegar Chips, but healthier!","If you love salt & vinegar chips like I do, these are for you.  Great salty snack, high in protein, pretty filling, and without the grease of potato chips. Definitely recommend!",2,positive,Love salt vinegar chip like great salty snack high protein pretty fill without grease potato chip definitely recommend
308425,B00028M72E,AXJ3ZBPA2PEIZ,L. Supino,0,0,5,1253836800,This Tea is Amazing!!!!!,This is the most Amazing Jasmine Green Tea that I have ever encountered!  You can really taste the jasmine flowers on many levels.  Sitting  and drinking this cup of tea is both a peaceful and evocative experience!  And I love that it is fair trade and organic.  Thank you to the company for developing such a Beautiful tea  :),2,positive,Amaze jasmine green tea ever encounter really taste jasmine flower many level sit drink cup tea peaceful evocative experience love fair trade organic thank company develop beautiful tea
78059,B000ILA5RO,AOHK2C4LW9452,"R. Daneel ""good gov't guy""",0,0,4,1299974400,Solid choice for popcorn,Pops well with air popper. Decent flavor (though may want to add a low sodium topping). Fast ship. Good value. Who could ask for anything more?,2,positive,Pop well air copper decent flavor though may want add low sodium top fast ship good value could ask anything
306687,B000KNB0OW,A2GAUM6FEQY0EN,"I. Jean Hall ""jeanie""",5,5,5,1293753600,Great flavor - Excellent value,"I buy organic when possible and have been a fan of McCann's Steel Cut Oatmeal for years, but saw the reviews for Country Choice here by Amazon customers and noticed it was a winner in Cooking Illustrated ratings, and I decided to try it.  I found no discerning difference in the flavor....oats are oats....but the price point on the Country Choice makes it the clear winner IMO.",2,positive,Buy organic possible fan mccain steel cut oatmeal year saw reviews country choice amazon customer notice winner cook illustrated rating decide try find no discard difference flavor oat oats price point country choice make clear winner imo
265491,B007O5CO6M,A2AZ5YD9H1SVDW,Laurag,0,0,4,1341964800,Good Product but it melted,This is a great product -- for my super picky family it is perfect.  One son loves the iced cookies and the other likes the plain ones -- it's great for all of us who have a variety of eaters.  My reason for one minus on the score was that the cookies arrived melted -- though it's probably my fault for ordering these in the middle 100 degree days -- keep that in mind when you are ordering.  Overall a great product and I love the snack size.  It's great that Amazon offers these items.,2,positive,Great product super picky family perfect one son love iced cooky like plain one great u variety eater reason one minus score cooky arrive melt though probably fault order middle degree day keep mind order overall great product love snack size great amazon offer item
212201,B000CNB4LE,A2YKLEW942F1UB,Camrea,1,1,5,1338249600,"Price jump on-line... can't find in stores,... what happened???","I love this drink! Tastes just like Yoohoo. Sadly, I saw the price jump and figured I should just buy it at my local Whole Foods...until I realized I can't find it there anymore either!! I don't know if it's being discontinued or what happened but I hope to find it again soon (and not for almost $60 a box).",2,positive,Love drink taste like yahoo sadly saw price jump figure buy local whole food realize can not find anymore either not know discontinue happened hope find soon not almost box
544708,B001P3PR54,A1ZPY91VE3IDN1,J. Offenbach,5,7,4,1252713600,Easier to chew and digest than rawhide,"Our elderly terrier always liked rawhide chews but she tended to gag on them and then they were difficult to digest.  She seldom enjoyed that chewing exercise.  The C.E.T. Enzymatic Oral Hygiene Chews are the perfect chewable treat for her now and the byproduct is brief moments of breath freshening.  It does not take the place of eating kibble and my brushing her teeth, but she really enjoys these chews and they are just the right size for a small dog of 13 pounds.  In the past, I purchased the larger size and cut them with heavy duty scissors, but these petite chews are fine as is.  Unlike rawhide chews, these are consumed rather quickly and don't require the strongest of teeth, so they are much better for older dogs who still like to chew.  I think they are a little pricy, so I look for special values which occasionally occur on Amazon, always much better than the price at the vet.",2,positive,Elderly terrier always like awhile chess tend gag difficult digest seldom enjoy chew exercise c e enzymatic oral hygiene chess perfect viewable treat byproduct brief moment breath freshen not take place eat viable brush teeth really enjoy chess right size small dog pound past purchase large size cut heavy duty scissors petite chess fine unlike awhile chess consume rather quickly not require strong teeth much good old dog still like chew think little price look special value occasionally occur amazon always much good price vet
15257,B00503DP0O,A7T1NIWZHTC4P,"Seven Kitties ""7kitties""",2,3,5,1313798400,really outstanding,"I did like you probably did: read all the healthiness (gluten free, etc) and translated it to be 'tasteless yuck'. And then I opened one bar and looked at how...small it seemed and felt robbed.<br /><br />I have never been quite so happy to be wrong!<br /><br />These things are small because they are rich, dense and amazing and the taste is absolutely decadent.  This is a fantastic midafternoon snack that really feels like an indulgence!",2,positive,Like probably read healthiness gluten free etc translate baseless luck open one bar look small seem felt rob never quite happy wrong thing small rich dense amaze taste absolutely decade fantastic midafternoon snack really feel like indulgence
375256,B0007OPVVW,A2K5K8PZMY5TV0,J. Skievaski,5,5,4,1303171200,Yummy,"I bought these caramels because I needed a treat that is individually wrapped (they stand along side Jolly Ranchers and Starbursts!)  They taste great; creamy and delicious.  If caramels run into a problem it's generally that they're too hard and chewy.  Not these caramels!  Not sure what else can be said about their actual taste.  All is as it should be.<br /><br />Each caramel is approximately 3/4"" x 3/4"" x 1/2"" and the entire 5 pound bag displaces approximately 1.5 gallons of space.<br /><br />They arrived in a rectangle flat box sealed in a plastic bag with a label that has a bar code (X0003AQ51L) and the text ""Caramel Squares 5lb"" and ""New"", though no date... This is the reason for the one star deduction as I believe nutritional info, ingredients, born on/exp date should have been provided.<br /><br />Seems a good product, a pity the seller didn't do more to stand beside it.",2,positive,Buy camel need treat individually wrap stand along side jolly rancher starbursts taste great creamy delicious camel run problem generally too hard chew not camels not sure else say actual taste cartel approximately x x entire pound bag displace approximately gallons space arrive rectangle flat box seal plastic bag label bar code aql text cartel square lb new though no date reason one star deduction believe nutritional info ingredient bear exp date provide seem good product pity seller not stand beside
479092,B001E5E074,A2UKZGCVK2JT03,"Chris ""Chris""",0,1,5,1167868800,Healthy,"This cereal not only tastes good and is good for you.  It will clean you out pretty good as well!  Tons of fiber and beleive it or not, this cereal has like 9 grams of protien per serving!!!",2,positive,Cereal not taste good good clean pretty good well ton fiber believe not cereal like gram protein per serve
325469,B0001GV4QM,A2SJYD2F9DTYU1,Kenny B,0,0,3,1169078400,a little smaller thanit looks,I expected this assortment to be a little larger but the products in it were of good quality. The vendor had a quick shipping turn-around time.,1,neutral,Expect assortment little large product good quality vendor quick shipping turn around time
61167,B000FA38ZY,A1KOYOE8O2F1J4,"J. Miller ""Heresy""",0,0,4,1320796800,Very tasty but very brittle too,"They taste fantastic but it seems like the paper-thin chocolate layer is so thin that the shipping process just made the cookies crumble; even the ones that were not broken up by the shipping fell apart when I took a bite. The taste is still great, rich creamy chocolate, tasty marshmallow and crunchy cookie all make for a fantastic Mallomar.",2,positive,Taste fantastic seem like paper thin chocolate layer thin shipping process make cooky rumble even one not broken ship fell apart take bite taste still great rich creamy chocolate tasty marshmallow crunch cookie make fantastic mallomar
290091,B0051WBQ00,A25HLLKNFHGJM,M. poulin,4,4,3,1338249600,"Yup, Lots of Hulls!","Pops big, tastes great, but the hulls are huge! (Expensive)  I Feel like a dog with peanut butter on my tongue trying to get rid of the hulls that suction cupped to the back of my tongue.  Wanted to try mushroom popcorn, because it looks so tasty, but will stick with standard popcorn from now on.",1,neutral,Pop big taste great hull huge expensive feel like dog peanut butter tongue try get rid hull suction cap back tongue want try mushroom popcorn look tasty stick standard popcorn
253967,B0028PDFQG,ALT8IGQU5EJA9,tc55,5,9,2,1317945600,Bad Batch,"I think I received a bad batch( there's no expiration date).  Tried one---made me a bit queasy afterwards; like a fool I tried another( a few days later), this time w/o the mustard/mayo, and felt sick again.  These have probably been sitting on the shelf in a sweltering warehouse for quite some time, which can't be good for the mustard/mayo or the oily soy sauce pack.  That aside, they don't taste too bad actually but nowhere near as good as the other reviews would suggest.  I ordered a couple other Myojo ramen and they seemed fine, so I'm guessing it's just the luck of the draw---ordering food products from Amazon is something of a crapshoot( I've had stale popcorn delivered too).",0,negative,Think receive bad batch no expiration date try one make bit query afterwards like fool try another day later time w mustard mayo felt sick probably sit shelf shelter warehouse quite time can not good mustard mayo oily soy sauce pack aside not taste too bad actually nowhere near good review would suggest ordered couple mojo raven seem fine guess luck draw order food product amazon something crapshoot stale popcorn deliver too
467458,B001CWU9HE,A3HV8LF9XQV3LA,Amb1980,0,0,4,1325289600,Better than expected,"After recently discovering a gluten intolerance I have been struggling to find things that I can take for lunch that actually satisfy my hunger.  I have tried other gluten free products and have been disappointed with quite a few.  These crackers were a pleasant surprise.  Many in the package were broken when they arrived, but that does not make them inedible.  I think they break so easily due to the fact that they are ""dry"" in texture.  Keep this in mind when buying and make sure to top these crackers with cheese or some other type of spread.",2,positive,Recently discover gluten intolerance struggle find thing take lunch actually satisfy hunger try gluten free product disappoint quite cracker pleasant surprise many package broken arrive not make credible think break easily due fact dry texture keep mind buy make sure top cracker cheese type spread
206655,B001CTYT6E,A36TU0NS9SEUQ3,No Nonsense,0,0,5,1281744000,PERFECT PROTEIN SNACK,"These snacks are great!  The natural flavor is a lot like the Slim Jims we ate as kids.  Only these are healthier!  Great to carry in purse to keep sugar from getting low while on the run.  Also, my job has me on my feet with no breaks!  It's easy to grab one and enjoy it to keep going.  Low in fat and calories but high in protein.  Forget that mid day sugary candy bar.  Grab on of these! A no-guilt snack!",2,positive,Snack great natural flavor lot like slim aim eat kid healthy great carry purse keep sugar get low run also job foot no break easy grab one enjoy keep go low fat calorie high protein forget mid day sugar candy bar grab no guilt snack
455794,B000CR1ELU,A25VTLYKHG1GOJ,nally,0,0,5,1340496000,Too soon to know!,"Received these vanilla beans very shortly after ordering but have not tried it yet. Saving it for summer guests. Planning on making a churn of fresh (right off my peach trees) peach-vanilla ice cream! Very hard to wait as the beans look great! Will provide product update when I make the ice cream!  By the way, gave it 5 stars on looks alone.",2,positive,Receive vanilla bean very shortly order not try yet save summer guest plan make chun fresh right peach tree peach vanilla ice cream very hard wait bean look great provide product update make ice cream way give star look alone
49937,B00430B73W,AJHQC28PA0GNW,Ashley Barros,2,2,5,1254355200,Delicious & thank god they're available on Amazon!,"Living in the Bay Area, I used to pick these up for lunch and snacktime from Whole Foods every single schoolday. They're nummy--taste just like chocolate and raspberries, not fake tasting, rich and savory--and my body feels better eating them than snacking on normal chocolate bars.<br />I just recently moved to a rural area inequipped of a Whole Foods/store that carries vegan treats. THANK GOD I can order them here, and you know what, they're insanely cheaper by the box than by buying them two at a time every day. I've been snacking on them for a month, and there's still half a box left! They're especially good at quelling those pre-menstrual chocolate binges, and are better for you. They taste good, you'll feel good. Enjoy!",2,positive,Live bay area use pick lunch spacetime whole food every single schoolboy dummy taste like chocolate raspberry not fake taste rich story body feel well eat stack normal chocolate bar recently move rural area equip whole food store carry vegan treat thank god order know instantly cheap box buy two time every day stack month still half box leave especially good spell pre menstrual chocolate bingen well taste good feel good enjoy
124490,B007ZU3JAQ,A3KAGW9AB4EZM6,jempaul,2,2,1,1337558400,DO NOT PURCHASE THIS ITEM,Absolute rip off - I was NOT sent the item as stated and pictured.  I was sent the Creme Latte; which you can purchase at your local supermarket for $6.50.<br /><br />I did not want the Maxwell House Creme Latte; I wanted the original Maxwell House Latte.<br /><br />They are now arguing via email with me; even though my order quite clearly states the product shown for sale here.<br /><br />Be warned - do not buy!,0,negative,Absolute rip not sent item state pictured send crime late purchase local supermarket not want maxwell house crime late want original maxwell house late arguing via email even though order quite clearly state product show sale warn not buy
510478,B007PUYTLY,A3OZDTCULY5I8S,MJ,3,5,1,1319846400,Disappointment,"I'm not sure if the four I purchased were from a bad batch or what, but the product had no effect on me whatsoever. I have tried the blue lotus 50:1 tablets and was very satisfied. I thought a liquid blue lotus would be absorbed better by the body, thus a better effect. It was quite the opposite. You live and you learn I guess, but I wouldnt try this product again unless it was free.",0,negative,Not sure four purchase bad batch product no effect whatsoever try blue lotus tablet very satisfied thought liquid blue lotus would absorb good body thus well effect quite opposite live learn guess wouldnt try product unless free
541718,B001BM4RC8,A17GK9E70O7Y9R,Grandma in Oregon,0,0,4,1334448000,a little too salty for my tastes....but....,"I liked everything about this chip except they are too salty...  I accomodated by making my gracamole, and other dips salt free.  Balanced them out.  Texture is wonderful, great corn taste.  I brush excess salt off with a paper towel if I just want to snack dip free.  I won't buy again simply because I don't need 12 bags to have to ""clean"" before eating.  I will try their salt or low salt varieties though as it really is a stellar chip on it's own.",2,positive,Like everything chip except too salty accommodate make gracamole dip salt free balanced texture wonderful great corn taste brush excess salt paper towel want snack dip free not buy simply not need bag clean eating try salt low salt variety though really stellar chip
390473,B005OPQF2I,A38ORYSMOPFIFL,"S. Dalrymple ""Mario appreciation""",1,1,5,1325548800,Fancy Feast from Amazon is best,"My little darlings, and I use the word advisedly, absolutely love this.  And for me, their obediant gourmet container opener, this is really convenient.  I have a standing order so my precious pusses will not be without their very favorites for even one day.  Thanks Amazon!",2,positive,Little darling use word advise absolutely love obedient gourmet container opener really convenient stand order precious pass not without very favorites even one day thanks amazon
111810,B000DT7QE6,A1XPWMMDD2TZWL,"M. E. Crites ""Dog Lover""",0,0,4,1168300800,The Dogs are pleased,Both Grand-dogs love this product and the price was very good. The packages keep fresh until the dogs are here and I am ready to share.,2,positive,Grand dog love product price very good package keep fresh dog ready share
444873,B000812K0O,A18PLKL59T0UVQ,Veronica Ortega,0,0,5,1350432000,Excelent bar!,"Love it, delicious and good source of protein is like you are eating a dessert!  very good I recommend this product to anyone who wants a protein snack!",2,positive,Love delicious good source protein like eat dessert very good recommend product anyone want protein snack
563829,B007JFMH8M,A3BD20DGXAO0XN,Shawn,0,0,5,1341792000,Yummy!,"These cookies are delicious! So soft and flavorful. My fave! My first time trying these cookies was a couple of weeks ago, and I will defiantly recommend.",2,positive,Cooky delicious soft flavorful first time try cooky couple week ago defiant recommend
403956,B003FDG4K4,A2AOD7254MCKSH,travel-weary,0,0,5,1323043200,Another great flavor,So glad to find these. My daughter is doctoral student with heavy schedule and celiac--these are so perfect for her to grab as a high quality snack. She likes the other two flavors (vanilla and chocolate also). So wonderful that they are gluten free. Not too sweet. Glad I 'pre-ordered' as this flavor seems perpetually sold out. Amazon makes it so easy to send little treats like this to my daughter who is several states away.,2,positive,Glad find daughter doctoral student heavy schedule cellar perfect grab high quality snack like two flavor vanilla chocolate also wonderful gluten free not too sweet glad pre order flavor seem perpetually sell amazon make easy send little treat like daughter several state away
295309,B005F5KAYQ,A3D6OI36USYOU1,Ghenghis,0,0,5,1339632000,"The original, and still the best!","Pureed habanero peppers. Just perfect!<br /><br />This is the stuff Toluca Gourmet tried to copy, but it looks like they are already<br />finished after only a few years in business. Praise be once again to Goya Foods for<br />this fresh take on habanero chiles, and that is exactly what you get. This is not a<br />sauce filled with carrots, garlic, and other heinous stuff. And thats what makes this<br />so wonderful, its pure habanero flavor that you can use to make barbecue sauce or to<br />flavor your favorite salsas or other commercial off the shelf products.<br /><br />No kitchen should be without at least one. 5 Pods",2,positive,Purge habanero pepper perfect stuff touch gourmet try copy look like alreadyfinished year business praise goa food forth fresh take habanero chile exactly get not sauce filled carrot garlic venous stuff thats make wonderful pure habanero flavor use make barbecue sauce flavor favorite salsa commercial shelf product no kitchen without least one pod
494109,B005LPD86C,A51H3BBAH5DVM,Olga,0,0,5,1318723200,Amazing!,It is amazing!The caviar is very fresh and very delicious.I like it.I want eat this caviar every day.I want buy more.,2,positive,Amaze navbar very fresh very delicious like want eat navbar every day want buy
27305,B000LBGBP6,AQHX3MG6JY68,"Dee Burns ""dee""",2,2,5,1219968000,Chocolate - goodness - WOW,"I can't stop eating these - so decadent <a href=""http://www.amazon.com/gp/product/B000LBGBP6"">Emily's Dark Chocolate Covered Mixed Berries</a>-affordable - what a treat",2,positive,Can not stop eat decade
276496,B004WZ4HC6,A27WOY7WLPRHUK,Lewis D. Junior,4,8,2,1320796800,Not like Ramen.,"This selection was my own fault.  I assumed these noodles were something I was vaguely familiar with.  Wrong.  They were not to my taste, which does not say they are not good.  I am sure they are made with some specific consumer group in mind.",0,negative,Selection fault assume noodle something vaguely familiar wrong not taste not say not good sure make specific consumer group mind
545843,B0014GDRSQ,A1L7YD6M3S194D,G. L. Hage,0,2,4,1259971200,"Dogs love it, I don't","I got 2 medium size puppies from a rescue place and needed something for them to keep busy.  Loved these things at first because the dogs loved them and they lasted quite a while.  But after the pups started getting bigger, they didn't last as long and even though these are cheaper than alot of bully sticks out there, it was costing me a fortune.  Also I came to realize that these things tend to give the dogs the runs so I quit buying.",2,positive,Get medium size puppy rescue place need something keep busy loved thing first dog love lasted quite pup start get big not last long even though cheap alot bully stick cost fortune also come realize thing tend give dog run quit buying
415698,B000EDDS6Q,A3699TY35SBJ3H,Thomas Smith,7,7,5,1300579200,wonderful--------------------,"I was concerned that it wouldn't taste good unless it was mixed with yogurt the night before as so many reviewers had stated they do---I'm happy to report that I put it in a bowl, pour on some low-fat milk, and chow down-----it is delicious right away---yum yum go get you some. The only thing I would argue with is the serving size----who could eat a 1/4 cup for breakfast--not me--a cup at least--so it goes quickly. I also love that there is no ground up stuff in the bottom, from top of the bag to the last bite it's all perfect-----Thanks",2,positive,Concern would not taste good unless mixed yogurt night many reviewer state happy report put bowl pour low fat milk chow delicious right away yum yum go get thing would argue serve size could eat cup breakfast not cup least go quickly also love no ground stuff bottom top bag last bite perfect thanks
484911,B00248EE4O,A3IR834T7AROBT,Ed,7,7,5,1219708800,Tortillia Chips with flavor!,"These have much more flavor and taste than regular tortilla chips.  Always a hit when friends come over and we put out the snacks. Top quality ingredients; brown rice, oat fiber, sunflower seeds etc. are what give this product the taste to start a conversation. Serve with fresh veggies and a good dip, always a crowd pleas-er!  I certainly would recommend this product to anyone who is trying to eat more healthy food with great flavor.",2,positive,Much flavor taste regular gorilla chip always hit friend come put snack top quality ingredient brown rice oat fiber sunflower seed etc give product taste start conversation serve fresh veggie good dip always crowd pleas er certainly would recommend product anyone try eat healthy food great flavor
220264,B0034EDLS2,A3NUDSXY4NL9JX,"S. Harrill ""Amazon Rocks""",0,0,5,1343001600,Better than Candy,"I have replaced candy bars with the Kind Bars, and they are better.  My favorite are Nut Delight.  The ones with chocolate are my least favorite.",2,positive,Replace candy bar kind bar well favorite nut delight one chocolate least favorite
